nama_menu,harga_menu,kategori_course,profil_rasa,nama_restoran,link_restoran,alamat
Bistik Sapi,74500,Main Course,gurih asin manis savory bistik sapi,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Bistik Udang,68500,Main Course,gurih asin manis savory bistik udang,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Bistik Ayam,68500,Main Course,gurih asin manis savory bistik ayam,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Bistik Cumi,74500,Main Course,gurih asin manis savory bistik cumi,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Bihun Goreng,36500,Main Course,gurih asin savory bihun goreng,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Bihun Goreng Special,43500,Main Course,gurih asin savory bihun spesial,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Bihun Goreng Seafood,43500,Main Course,gurih asin savory bihun seafood,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Bihun Goreng Ayam,43500,Main Course,gurih asin savory bihun ayam,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kwetiau Goreng Special,43500,Main Course,gurih asin smoky kwetiau spesial,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kwetiau Goreng Seafood,43500,Main Course,gurih asin savory kwetiau seafood,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kwetiau Goreng Ayam,43500,Main Course,gurih asin savory kwetiau ayam,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kwetiau Siram,48500,Main Course,gurih asin savory kwetiau kuah,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kwetiau Siram Sapi,58000,Main Course,gurih asin savory kwetiau sapi,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kwetiau Siram Seafood,50500,Main Course,gurih asin savory kwetiau seafood,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Bakmie Goreng,36500,Main Course,gurih asin savory bakmie goreng,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Bakmie Goreng Special,43500,Main Course,gurih asin savory bakmie spesial,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Bakmie Goreng Seafood,43500,Main Course,gurih asin savory bakmie seafood,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Mie Solo,43500,Main Course,gurih asin manis savory mie solo,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Mie Kangkung,43500,Main Course,gurih asin savory mie kangkung,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Mie Goreng Ayam,43500,Main Course,gurih asin savory mie ayam goreng,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Gurame Bakar (Sedang),125000,Main Course,gurih asin manis smoky gurame bakar,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Sapo Tahu Ayam,72500,Main Course,gurih asin savory ayam tahu kuah,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Sapi Hotplate,72500,Main Course,gurih asin savory sapi hotplate,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Seafood Hotplate,60000,Main Course,gurih asin savory seafood hotplate,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Ayam Hotplate,56500,Main Course,gurih asin savory ayam hotplate,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Udang Hotplate,60000,Main Course,gurih asin savory udang hotplate,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Tahu Hotplate,53000,Main Course,gurih asin savory tahu hotplate,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Nasi Ayam Cah Jamur,43500,Main Course,gurih asin savory ayam jamur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Nasi Capcay,43500,Main Course,gurih asin savory nasi capcay,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Nasi Goreng,36500,Main Course,gurih asin smoky nasi goreng,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Nasi Goreng Special,43500,Main Course,gurih asin smoky nasi goreng spesial,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Nasi Goreng Seafood,43500,Main Course,gurih asin savory nasi goreng seafood,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Nasi Goreng Ayam,43500,Main Course,gurih asin savory nasi goreng ayam,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Nasi Goreng Sosis,43500,Main Course,gurih asin smoky nasi goreng sosis,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Fuyunghai,50500,Main Course,gurih asin manis telur fuyunghai,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Fuyunghai Ayam,50500,Main Course,gurih asin manis telur ayam fuyunghai,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Ifumie,47000,Main Course,gurih asin crispy mie kuah,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Ifumie Ayam,45000,Main Course,gurih asin crispy mie ayam kuah,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Capcay Goreng Ayam,48500,Main Course,gurih asin savory capcay ayam,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Capcay Kuah Ayam,48500,Main Course,gurih asin hangat capcay ayam kuah,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kangkung Hotplate Sapi,62000,Main Course,gurih asin savory kangkung sapi,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kangkung Hotplate Udang,56000,Main Course,gurih asin savory kangkung udang,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kangkung Hotplate Seafood,56000,Main Course,gurih asin savory kangkung seafood,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kangkung Hotplate Ayam,56000,Main Course,gurih asin savory kangkung ayam,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kangkung Hotplate Polos,45000,Main Course,gurih asin savory kangkung hotplate,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kangkung Cah Polos,32000,Main Course,gurih asin savory kangkung tumis,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kangkung Cah Tauco,32000,Main Course,gurih asin fermentasi kangkung tauco,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kangkung Cah Terasi,32000,Main Course,gurih asin savory kangkung terasi,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kangkung Cah Ayam,42500,Main Course,gurih asin savory kangkung ayam,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kangkung Cah Udang,46000,Main Course,gurih asin savory kangkung udang,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kangkung Cah Cumi,46000,Main Course,gurih asin savory kangkung cumi,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kangkung Cah Sapi,52000,Main Course,gurih asin savory kangkung sapi,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kangkung Cah Seafood,52000,Main Course,gurih asin savory kangkung seafood,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Tauge Cah Tauco,29000,Main Course,gurih asin fermentasi tauge tauco,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Tauge Cah Terasi,29000,Main Course,gurih asin savory tauge terasi,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Tauge Cah Ayam,39000,Main Course,gurih asin savory tauge ayam,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Tauge Cah Udang,41500,Main Course,gurih asin savory tauge udang,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Tauge Cah Cumi,41500,Main Course,gurih asin savory tauge cumi,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Tauge Cah Sapi,45000,Main Course,gurih asin savory tauge sapi,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Tauge Cah Seafood,43500,Main Course,gurih asin savory tauge seafood,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Tauge Cah Polos,25500,Main Course,gurih asin savory tauge tumis,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Ayam Cah Jamur,49500,Main Course,gurih asin savory ayam jamur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Pangsit Basah Goreng,39000,Appetizer,gurih asin crispy pangsit goreng,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Ayam Goreng Tepung,54500,Main Course,gurih asin crispy ayam tepung,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kwetiaw Siram Ayam,44000,Main Course,gurih asin savory kwetiau ayam kuah,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Sapo Gurame Kuah (Sedang),140000,Main Course,gurih asin hangat gurame kuah,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Gurame Goreng Kering (Sedang),125000,Main Course,gurih asin crispy gurame goreng,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Gurame Saos Padang (Sedang),125000,Main Course,gurih asin pedas gurame saus padang,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Gurame Asam Manis (Sedang),125000,Main Course,gurih asin asam manis gurame,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kentang Goreng,26000,Appetizer,gurih asin crispy kentang goreng,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kwetiau Goreng,36500,Main Course,gurih asin smoky kwetiau goreng,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kwetiau Gor Seafd,41500,Main Course,gurih asin savory kwetiau seafood,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kwetiau Gor Spesial,41500,Main Course,gurih asin smoky kwetiau spesial,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kepiting Goreng Mentega,110000,Main Course,gurih asin buttery kepiting goreng,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kepiting Goreng Kering,110000,Main Course,gurih asin crispy kepiting goreng,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kepiting Saos Tiram,110000,Main Course,gurih asin savory kepiting saus tiram,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kepiting Saos Padang,110000,Main Course,gurih asin pedas kepiting saus padang,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kepiting Asam Manis,110000,Main Course,gurih asin asam manis kepiting,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kepiting Lada Hitam,110000,Main Course,gurih asin pedas lada hitam kepiting,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kepiting Bakar,110000,Main Course,gurih asin smoky kepiting bakar,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
OG Thai Tea,22000,Beverage,manis creamy segar dingin thai tea,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur"
Thai Tea Aren,27000,Beverage,manis creamy legit dingin thai tea gula aren,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur"
Thai Tea Coffee,28000,Beverage,manis creamy pahit dingin thai tea kopi,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur"
Thai Tea Loaded,30000,Beverage,manis creamy pekat dingin thai tea topping,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur"
Canele Aren,17000,Dessert,manis legit buttery caramel canele,Kopken Kalisari,https://gofood.co.id/jakarta/restaurant/kopi-kenangan-ruko-kalisari-6a3bfca7-9a33-471e-9a3d-ba55136bcc0e,"Ruko Kalisari, Jl. Kalisari Raya Blok Mandiri No. 58, Kalisari, Pasar Rebo, Jakarta Timur"
